Sembol,AlimTarihi,Lot,AlisFiyati,SonFiyat,Anapara,Bakiye,KarZararPct,GunSayisi,ArtanPara
DEVA,2025-08-14 06:23:51.433738,157,63.5,63.5,9969.5,9969.5,0.0,0,30.5
JANTS,2025-08-14 06:23:51.433738,425,23.5,23.5,9987.5,9987.5,0.0,0,12.5
KAREL,2025-08-14 06:23:51.433738,1111,9.0,9.0,9999.0,9999.0,0.0,0,1.0
KARTN,2025-08-14 06:23:51.433738,110,90.4,90.4,9944.0,9944.0,0.0,0,56.0
KOTON,2025-08-14 06:23:51.433738,603,16.57,16.57,9991.710000000001,9991.710000000001,0.0,0,8.289999999999054
