Sembol,AlimTarihi,Lot,AlisFiyati,SonFiyat,Anapara,Bakiye,KarZararPct,GunSayisi,ArtanPara
KOZAL,2025-08-11 21:31:25.800813,414,24.12,24.12,9985.68,9985.68,0.0,0,14.319999999999709
IEYHO,2025-08-11 21:31:25.800813,752,13.29,13.29,9994.08,9994.08,0.0,0,5.920000000000073
TEZOL,2025-08-11 21:31:25.800813,592,16.87,16.87,9987.04,9987.04,0.0,0,12.959999999999127
LIDER,2025-08-11 21:31:25.800813,43,230.4,230.4,9907.2,9907.2,0.0,0,92.79999999999927
