Sembol,AlimTarihi,Lot,AlisFiyati,SonFiyat,Anapara,Bakiye,KarZararPct,GunSayisi,ArtanPara,HisseKarPct,PortfoyKarPct
KAREL,2025-08-13 21:06:02.474783,1111,9.0,9.0,9999.0,10000.0,0.0,0,1.0,0.0,0.0
SUWEN,2025-08-13 21:06:02.474783,946,10.56,10.56,9989.76,10000.0,0.0,0,10.239999999999782,0.0,0.0
SUNTK,2025-08-13 21:06:02.474783,239,41.84,41.84,9999.76,10000.0,0.0,0,0.23999999999978172,0.0,0.0
